Name,YC_Batch,Status,Founded_Year,Team_Size,Location,Short_Description,Long_Description,Industries,Website,LinkedIn,Twitter,Crunchbase,GitHub,Founders,Founder_LinkedIns,YC_URL
,SUMMER 2025,,2025,6,"São Paulo, State of São Paulo, Brazil",The Global Dollar App for Brazil,"Cacao helps Brazilians receive USD or crypto and instantly convert to Reais (BRL), straight to Pix - all in one mobile app.","FINTECH, CRYPTO / WEB3, PAYMENTS",https://startupschool.org/?utm_source=yc&utm_campaign=ycdc_header,https://www.linkedin.com/company/ruvohq,https://x.com/alecmhoward,https://www.crunchbase.com/organization/cacao-1d6c,,,https://linkedin.com/in/alexandermhoward | https://www.linkedin.com/in/mason-michael/,https://www.ycombinator.com/companies/ruvo
The Problem,WINTER 2024,,2022,27,"Curitiba, State of Paraná, Brazil",Mobile carrier for businesses in Brazil,"We're Artur, Lucas, Hudo, and Duda, the team behind Salvy. We're simplifying mobile and IT management for businesses. Our mission is to cut through the chaos of telecom and IT services in Brazil.","SAAS, B2B, LATIN AMERICA, TELECOMMUNICATIONS, AI",https://startupschool.org/?utm_source=yc&utm_campaign=ycdc_header,https://www.linkedin.com/company/use-salvy,https://twitter.com/ycombinator,https://www.crunchbase.com/organization/salvy,https://github.com/SalvyLTD,"We're Artur, Lucas, Hudo, and Duda, the team behind Salvy. We're simplifying mobile and IT management for businesses. Our mission is to cut through the chaos of telecom and IT services in Brazil.",https://linkedin.com/in/arturnegrao | https://linkedin.com/in/hudo-assenco | https://www.linkedin.com/in/mariaeduardakumlehn/ | https://linkedin.com/in/lucas-rosa-3080b43b,https://www.ycombinator.com/companies/salvy
,WINTER 2022,,2021,20,"Bogotá, Bogota, Colombia",Selia is an online platform connecting individuals with top-quality…,,"MENTAL HEALTH TECH, CONSUMER HEALTH SERVICES, DIGITAL HEALTH, HEALTH & WELLNESS",https://startupschool.org/?utm_source=yc&utm_campaign=ycdc_header,https://www.linkedin.com/company/seliaco/,https://twitter.com/ycombinator,,,,https://www.linkedin.com/in/santiagodebedout,https://www.ycombinator.com/companies/selia
,WINTER 2022,,2019,28,"Cancún, Quintana Roo, Mexico",Helping travel companies to sell transportation online,,"B2B, TRAVEL, E-COMMERCE, TRANSPORTATION, MOBILITY",https://startupschool.org/?utm_source=yc&utm_campaign=ycdc_header,https://mx.linkedin.com/company/shuttlecentral,https://twitter.com/ycombinator,https://www.crunchbase.com/organization/shuttle-central,,,https://www.linkedin.com/in/barsi-luna/ | https://www.linkedin.com/in/jorgedecordova/ | https://www.linkedin.com/in/luis-fernando-uicab-escalante-591253115/,https://www.ycombinator.com/companies/shuttle-central
,SUMMER 2021,,2020,20,"Mexico City, CDMX, Mexico",Home Internet for urban Latin America,,"FINTECH, COMMUNITY, TELECOMMUNICATIONS",https://startupschool.org/?utm_source=yc&utm_campaign=ycdc_header,https://www.linkedin.com/company/67169869/,https://twitter.com/joelwp,,,,https://www.linkedin.com/in/joelwp/ | https://www.linkedin.com/in/isaacphillips/,https://www.ycombinator.com/companies/siglo
,WINTER 2018,,2018,350,"Bogotá, Bogota, Colombia",No code enterprise SaaS for financial control automation.,,"FINTECH, SAAS",https://startupschool.org/?utm_source=yc&utm_campaign=ycdc_header,https://www.linkedin.com/company/24790658/admin/,https://twitter.com/ycombinator,https://www.crunchbase.com/organization/simetrik,https://github.com/simetrikinc,,https://www.linkedin.com/in/alejandrocasas/ | https://www.linkedin.com/in/santiagomezgg/,https://www.ycombinator.com/companies/simetrik
,SUMMER 2018,,2015,320,"Monterrey, Nuevo Leon, Mexico",Logistic Management System for E-commerce & Retail in Mexico.,,"MARKETPLACE, SAAS, LOGISTICS",https://startupschool.org/?utm_source=yc&utm_campaign=ycdc_header,https://www.linkedin.com/company/sskydropx/,http://skydropx.com/,,https://github.com/Skydropx,,https://www.linkedin.com/in/josezambrano | https://www.linkedin.com/in/armando-solbes-arg%C3%BCello-9bbbb0b2?trk=nav_responsive_tab_profile,https://www.ycombinator.com/companies/skydropx
,WINTER 2021,,2019,250,"Medellín, Medellin, Antioquia, Colombia",Internet for the urban developing world.,,"LATIN AMERICA, TELECOMMUNICATIONS",https://startupschool.org/?utm_source=yc&utm_campaign=ycdc_header,,https://twitter.com/forrestheath3,,,,https://www.linkedin.com/in/forrestheath3,https://www.ycombinator.com/companies/somos
,SUMMER 2021,,2021,17,"São Paulo, State of São Paulo, Brazil",Latin Americas' first investing social network.  Learn. Share. Invest.,,FINTECH,https://startupschool.org/?utm_source=yc&utm_campaign=ycdc_header,https://www.linkedin.com/company/sproutfi,https://twitter.com/ycombinator,,,,https://www.linkedin.com/in/tyler-richie-1096b58/,https://www.ycombinator.com/companies/sproutfi
,WINTER 2020,,2018,70,San Francisco,Challenger bank for enterprises,,"FINTECH, NEOBANK",https://startupschool.org/?utm_source=yc&utm_campaign=ycdc_header,https://www.linkedin.com/company/starkbank,https://twitter.com/starkbank,,https://github.com/starkbank,,https://www.linkedin.com/in/rcmstark/,https://www.ycombinator.com/companies/stark-bank
,SUMMER 2017,,2013,11,"Zapopan, Jalisco, Mexico",Audio and Haptics AR interface equipping blind users with super powers,,"ASSISTIVE TECH, AUGMENTED REALITY, IOT",https://startupschool.org/?utm_source=yc&utm_campaign=ycdc_header,https://www.linkedin.com/company/sunu-inc./?viewAsMember=true,https://twitter.com/Cuauhtlip,,,,https://www.linkedin.com/in/marco-trujillo-tejeda | https://www.linkedin.com/in/fernandoalbertorio | https://www.linkedin.com/in/cuauhtli-padilla/,https://www.ycombinator.com/companies/sunu
,SUMMER 2022,,2019,22,"Córdoba, Cordoba, Argentina",Project management platform for Field Infrastructure.,"Hi! we're Sytex, and we want everyone to have great connectivity, anywhere in the world.","SAAS, B2B",https://startupschool.org/?utm_source=yc&utm_campaign=ycdc_header,https://www.linkedin.com/company/sytexpm,https://twitter.com/MarianoODD1,,,,https://www.linkedin.com/in/mariano-lisiotti-0635622/ | https://www.linkedin.com/in/jualvarez/ | https://www.linkedin.com/in/juanjo-ferrero-926026b9/ | https://www.linkedin.com/in/federico-garcia-dura,https://www.ycombinator.com/companies/sytex
,WINTER 2022,,2019,35,"Bogotá, Bogota, Colombia",AI solution that streamlines candidate screening and recruitment,"The driving force behind HoyTrabajas comes from a personal fire that's also burning in my co-founders. We saw how the traditional job boards have been a real headache for job seekers, especially those who are just starting. I know this because I've been there myself, hunting for my first job and not getting any feedback on my applications. That made me crazy at that moment. Now picture what's going down for all those people who aren't chasing professional jobs. They're probably in a rush to put food on the table for their families. And you know what? This struggle is very real for around 100 million low-skilled individuals in LATAM. People are feeling the pain of job finding. That was our motivation to be over this bote.","SAAS, B2B, HR TECH, AI",https://startupschool.org/?utm_source=yc&utm_campaign=ycdc_header,https://co.linkedin.com/company/hoytrabajas,https://twitter.com/ruben_cordobaa,https://www.crunchbase.com/organization/hoy-trabajas,,,https://www.linkedin.com/in/rubencordoba/,https://www.ycombinator.com/companies/talentropy-ai
,WINTER 2021,,2019,15,"Mexico City, CDMX, Mexico",Online therapy platform for the Spanish-speaking market,,"MENTAL HEALTH TECH, CONSUMER HEALTH SERVICES, TELEMEDICINE",https://startupschool.org/?utm_source=yc&utm_campaign=ycdc_header,https://www.linkedin.com/company/terapify/,https://twitter.com/terapify,https://www.crunchbase.com/organization/terapify,https://github.com/terapify,,https://www.linkedin.com/in/daniel-velez-santiago/ | https://www.linkedin.com/in/eddvelezs,https://www.ycombinator.com/companies/terapify
,WINTER 2020,,2020,37,"Buenos Aires, Argentina",Crypto Exchange and Payment API Gateway,,"FINTECH, CRYPTO / WEB3",https://startupschool.org/?utm_source=yc&utm_campaign=ycdc_header,,https://twitter.com/nicodonof,https://www.crunchbase.com/organization/tienda-d%C3%B3lar,,,https://www.linkedin.com/in/federico-goldberg-60393124/ | https://www.linkedin.com/in/nicol%C3%A1s-d-onofrio-90392458/ | https://ar.linkedin.com/in/ramiro-furtado-595a3533 | https://www.linkedin.com/in/martin-nagelberg-44abab128/,https://www.ycombinator.com/companies/tienda-crypto
,SUMMER 2020,,2020,62,"Bogotá, Bogota, Colombia",Taking from 1 to 100 the premade food industry in LATAM,,"B2B, LOGISTICS, E-COMMERCE, FOOD TECH",https://startupschool.org/?utm_source=yc&utm_campaign=ycdc_header,https://www.linkedin.com/company/todos-comemos/mycompany/,https://twitter.com/sespinosa602,https://www.crunchbase.com/organization/todos-comemos,,,https://linkedin.com/in/mateo-cardenas-huertas-83a685113/ | https://www.linkedin.com/in/santiagoespinosam/,https://www.ycombinator.com/companies/todos-comemos
,SUMMER 2021,,2020,150,"Mexico City, CDMX, Mexico",Account Receivables Platform for Latin American Enterprises,,"FINOPS, FINTECH, SAAS, PAYMENTS, SUBSCRIPTIONS",https://startupschool.org/?utm_source=yc&utm_campaign=ycdc_header,https://www.linkedin.com/company/tokuva,https://twitter.com/enzorrr,,,,https://www.linkedin.com/in/francisca-noguera-toku/ | https://www.linkedin.com/in/cristina-etcheberry-toku/ | https://www.linkedin.com/in/entamburini/,https://www.ycombinator.com/companies/toku
,SUMMER 2017,,2015,25,"Bogotá, Bogota, Colombia",First financial Superapp of Latin America,,"BANKING AS A SERVICE, FINTECH",https://startupschool.org/?utm_source=yc&utm_campaign=ycdc_header,https://www.linkedin.com/company/tpaga/,https://twitter.com/andresgcn,https://www.crunchbase.com/organization/tpaga,https://github.com/Tpaga,,https://co.linkedin.com/in/andres-gutierrez-8516588,https://www.ycombinator.com/companies/tpaga
,SUMMER 2019,,2018,27,"Cali, Valle del Cauca, Colombia",Debt Management for Latin America.,,FINTECH,https://startupschool.org/?utm_source=yc&utm_campaign=ycdc_header,https://www.linkedin.com/company/tranquifinanzas/,https://twitter.com/ycombinator,https://www.crunchbase.com/organization/tranqui,,,https://www.linkedin.com/in/gallegojorge/ | https://www.linkedin.com/in/andresbuitragof/,https://www.ycombinator.com/companies/tranqui-finanzas
,SUMMER 2019,,2019,38,"São Paulo, State of São Paulo, Brazil",We help companies scale marketing campaigns through WhatsApp,,"MESSAGING, MARKETING, AUTOMATION",https://startupschool.org/?utm_source=yc&utm_campaign=ycdc_header,https://www.linkedin.com/company/treble-ai/,https://twitter.com/treble_ai,https://www.crunchbase.com/organization/treble-ai,https://github.com/treble-ai,,https://www.linkedin.com/in/felipe-otalora-813442147/,https://www.ycombinator.com/companies/treble-ai
,WINTER 2022,,2021,14,"Bogotá, Bogota, Colombia","Your back-office, on autopilot",,"FINTECH, SAAS, B2B, LEGAL, ENTERPRISE",https://startupschool.org/?utm_source=yc&utm_campaign=ycdc_header,https://www.linkedin.com/company/trebolhq,https://twitter.com/torresfabian,,,,https://www.linkedin.com/in/torresfabian/ | https://www.linkedin.com/in/lsbuitrago/,https://www.ycombinator.com/companies/trebol
TL;DR,WINTER 2021,,2020,60,"Bogotá, Bogota, Colombia",Software and AI tools for SMBs in the US and Latin America,We built idealane so anyone can go from idea to live product without touching code or integrating third-party tools.,"ARTIFICIAL INTELLIGENCE, SUBSCRIPTIONS",https://startupschool.org/?utm_source=yc&utm_campaign=ycdc_header,https://www.linkedin.com/company/treinta/,https://mobile.twitter.com/lluis_canadell,https://www.crunchbase.com/organization/treinta,https://github.com/30SAS,,https://www.linkedin.com/in/lluiscanadell/ | http://www.linkedin.com/in/manheilou,https://www.ycombinator.com/companies/treinta
,WINTER 2021,,2020,120,"São Paulo, State of São Paulo, Brazil",Your one-stop shop to eat well in Brazil,,"GROCERY, MARKETPLACE",https://startupschool.org/?utm_source=yc&utm_campaign=ycdc_header,https://www.linkedin.com/company/deutrela/,https://www.twitter.com/slay_gui,https://www.crunchbase.com/organization/zapt-176b,,,https://www.linkedin.com/in/gnazareths | https://www.linkedin.com/in/joaojonk/,https://www.ycombinator.com/companies/trela
,WINTER 2018,,2017,20,"Medellin, Antioquia, Colombia",Tax filing automation for individuals in Latam.,,FINTECH,https://startupschool.org/?utm_source=yc&utm_campaign=ycdc_header,https://www.linkedin.com/company/tributi,https://twitter.com/avelez89,https://www.crunchbase.com/organization/tributi,,,http://linkedin.com/in/sim%C3%B3n-gonz%C3%A1lez-78964269 | https://www.linkedin.com/in/andr%C3%A9s-v%C3%A9lez-8263a443/,https://www.ycombinator.com/companies/tributi
,WINTER 2019,,2018,80,"Cali, Valle del Cauca, Colombia",Reliable background checks & fraud prevention tools for Latin America.,,"SAAS, FRAUD PREVENTION",https://startupschool.org/?utm_source=yc&utm_campaign=ycdc_header,https://www.linkedin.com/company/33218719,https://twitter.com/truora,https://www.crunchbase.com/organization/truora,https://github.com/truora,,https://www.linkedin.com/in/danielbilbao/ | https://www.linkedin.com/in/dcuadrado/ | https://www.linkedin.com/in/maite-muniz-telleria-371079b4/ | https://co.linkedin.com/in/cepinos,https://www.ycombinator.com/companies/truora
,SUMMER 2018,,2018,300,"Bogotá, Bogota, Colombia",Learning Hub for companies in Latam,Ubits is a corporate e-learning company that disrupts learning by focusing on the learner and the technology first.,"EDUCATION, SAAS, ELEARNING, B2B",https://startupschool.org/?utm_source=yc&utm_campaign=ycdc_header,,https://twitter.com/ycombinator,https://www.crunchbase.com/organization/ubits,,,https://www.linkedin.com/in/juli%C3%A1n-melo-8248b033/,https://www.ycombinator.com/companies/ubits
,WINTER 2016,,2015,26,"Zapopan, Jalisco, Mexico",Fast and low-cost diagnostics for real time disease surveillance,,"HEALTH TECH, BIOTECH, DIAGNOSTICS",https://startupschool.org/?utm_source=yc&utm_campaign=ycdc_header,,http://www.unimadx.com/,https://www.crunchbase.com/organization/unima,,,https://www.linkedin.com/in/rodrigo-nuno-585570a/ | https://www.linkedin.com/in/lauramendoza | https://www.linkedin.com/in/alejandronuno/,https://www.ycombinator.com/companies/unima
,WINTER 2022,,2021,3,"Mexico City, CDMX, Mexico",Embedded finance platform for LatAm.,,"BANKING AS A SERVICE, FINTECH, B2B, API",https://startupschool.org/?utm_source=yc&utm_campaign=ycdc_header,https://www.linkedin.com/company/getvalari/,http://twitter.com/pozofintech,,,,https://www.linkedin.com/in/pozoalejandro/ | http://linkedin.com/in/alvaradosebastian,https://www.ycombinator.com/companies/valari
,WINTER 2020,,2020,20,"Medellín, Medellin, Antioquia, Colombia",Helping Dropshippers in Colombia run the business and increase sales,,"FINTECH, LOGISTICS, SALES, E-COMMERCE, RETAIL",https://startupschool.org/?utm_source=yc&utm_campaign=ycdc_header,https://www.linkedin.com/company/valienta/,https://twitter.com/ycombinator,https://www.crunchbase.com/organization/valienta,,,https://www.linkedin.com/in/juan-vallejo-432431ba/ | https://www.linkedin.com/in/juanmanuelbotero/ | https://www.linkedin.com/in/josegabrieltamura/,https://www.ycombinator.com/companies/valienta
,SUMMER 2019,,2018,24,"Bogotá, Bogota, Colombia",USD mobile banking for LatAm's businesses and people,,"FINTECH, CRYPTO / WEB3",https://startupschool.org/?utm_source=yc&utm_campaign=ycdc_header,,https://www.twitter.com/imdavidbarinas,,,,https://linkedin.com/in/davidbarinas | https://www.linkedin.com/in/simon-chamorro-92085a96/,https://www.ycombinator.com/companies/valiu
,WINTER 2022,,2019,87,"Medellín, Medellin, Antioquia, Colombia",We make it easier for real estate to sell properties and mortgages.,,"FINTECH, SAAS, PROPTECH",https://startupschool.org/?utm_source=yc&utm_campaign=ycdc_header,https://www.linkedin.com/company/vecindario,https://twitter.com/ycombinator,,,,https://www.linkedin.com/in/feliperestrepoperez/ | https://www.linkedin.com/in/camiloruiz007/,https://www.ycombinator.com/companies/vecindario
Meet Vendah,WINTER 2023,,2021,8,"São Paulo, State of São Paulo, Brazil",Vendah is building a Faire-style marketplace for LATAM’s +50M…,"tl;dr Vendah helps women in LATAM make extra money by reselling kitchen and homeware to neighbors and friends. A reseller can take orders and collect payments with our mobile app - we then ship bulked products at once to a single reseller, and she'll take care of the last mile delivery, making the economics super attractive. We've already got 15,000 women selling on our platform growing revenue consistently at a 25% monthly pace with double-digit positive gross margin.
Download the app on GooglePlay",MARKETPLACE,https://startupschool.org/?utm_source=yc&utm_campaign=ycdc_header,https://www.linkedin.com/company/vendah/,https://twitter.com/francolfelipe,https://www.crunchbase.com/organization/vendah,,,https://www.linkedin.com/in/luisfelipefranco/ | https://www.linkedin.com/in/marcelocanovas/ | https://www.linkedin.com/in/ilana-nasser-8ba4b020/ | https://www.linkedin.com/in/pedro-pedruzzi,https://www.ycombinator.com/companies/vendah
,SUMMER 2021,,2021,4,"São Paulo, State of São Paulo, Brazil",Digital lending platform for Brazilian farmers,,"FINTECH, SAAS, B2B",https://startupschool.org/?utm_source=yc&utm_campaign=ycdc_header,https://www.linkedin.com/company/verde-agr-br/,https://twitter.com/ycombinator,,,,https://www.linkedin.com/in/lucasvbm/ | https://www.linkedin.com/in/jorgemlsilveira/?locale=en_US,https://www.ycombinator.com/companies/verde
,SUMMER 2021,,2021,35,"Monterrey, Nuevo Leon, Mexico",Retaining employees in LatAm via education,,"EDUCATION, MARKETPLACE, SAAS",https://startupschool.org/?utm_source=yc&utm_campaign=ycdc_header,https://www.linkedin.com/company/vincoed,https://twitter.com/lissymgc,,,,https://www.linkedin.com/in/lissymgc/ | https://www.linkedin.com/in/miriam-fernandezgg/ | http://linkedin.com/in/sasegovs/,https://www.ycombinator.com/companies/vinco
,SUMMER 2019,,2019,55,"Monterrey, Nuevo Leon, Mexico",Subscription pharmacy for patients with chronic diseases in LatAm.,"We all started part-time for a couple of weeks, but since mid-February we all left our jobs and are now full-time and fully committed in our startup.","CONSUMER HEALTH SERVICES, HEALTH TECH",https://startupschool.org/?utm_source=yc&utm_campaign=ycdc_header,https://www.linkedin.com/company/vitaumx/,https://twitter.com/tutoassad,https://www.crunchbase.com/organization/vitau,https://github.com/VitauMX,,https://www.linkedin.com/in/tutoassad/ | https://www.linkedin.com/in/alejandrolozanoz/,https://www.ycombinator.com/companies/vitau
,WINTER 2020,,2019,22,"Monterrey, Nuevo Leon, Mexico",Mobile first apartment rentals for LatAm,,"REAL ESTATE, LATIN AMERICA",https://startupschool.org/?utm_source=yc&utm_campaign=ycdc_header,,https://twitter.com/ycombinator,,,,https://www.linkedin.com/in/benjamingv/ | https://www.linkedin.com/in/franciscojpuente/,https://www.ycombinator.com/companies/viya
,WINTER 2022,,2021,45,"São Paulo, State of São Paulo, Brazil",All-in-one project management software for construction SMBs in Latam,,"MARKETPLACE, SAAS, CONSTRUCTION, B2B",https://startupschool.org/?utm_source=yc&utm_campaign=ycdc_header,https://www.linkedin.com/company/vobibr,https://twitter.com/ycombinator,,,,https://www.linkedin.com/in/ythalosilva/ | https://www.linkedin.com/in/murillo-freitas | https://www.linkedin.com/in/guilermeguerra/ | https://www.linkedin.com/in/fabiowitt/,https://www.ycombinator.com/companies/vobi
,WINTER 2023,,2022,17,"Buenos Aires, Argentina",Neobank for global remote workers,We’re excited to introduce you to the new version of Wallbit: your US banking app from anywhere in the world—without ever stepping foot in the US.,"FINTECH, INVESTING, NEOBANK",https://startupschool.org/?utm_source=yc&utm_campaign=ycdc_header,https://linkedin.com/company/wallbit,https://twitter.com/rodrividal_,https://www.crunchbase.com/organization/wallbit,,,https://linkedin.com/in/rodrigovidal05 | https://www.linkedin.com/in/tomasbruzza/ | https://www.linkedin.com/in/braian-nicolas-fritz-887966144/ | https://www.linkedin.com/in/martintg,https://www.ycombinator.com/companies/wallbit
,SUMMER 2022,,2021,15,"Mexico City, CDMX, Mexico",First LatAm W3 WealthTech for AutoInvesting in securities & crypto,Hey everyone! We are excited to launch Weltio - a low cost platform designed for Latam users to open a brokerage account in US dollars for investment in US equities and 20+ cryptocurrencies. Weltio is built on an API first model that allows us to focus on the user experience by building features for the middleware and front end.,"FINTECH, CRYPTO / WEB3, INVESTING, RETAIL",https://startupschool.org/?utm_source=yc&utm_campaign=ycdc_header,https://www.linkedin.com/company/weltio/,https://twitter.com/georgecook,,,,https://www.linkedin.com/in/david-abusaid/ | https://www.linkedin.com/in/gcookmarvin/,https://www.ycombinator.com/companies/weltio
,WINTER 2022,,2020,30,"Córdoba, Cordoba, Argentina",Affirm for LATAM,,"BANKING AS A SERVICE, CASHIERLESS CHECKOUT, FINTECH",https://startupschool.org/?utm_source=yc&utm_campaign=ycdc_header,,https://twitter.com/piojo.bucai,,,,https://www.linkedin.com/in/lucrecia-porta,https://www.ycombinator.com/companies/wibond
,WINTER 2021,,2019,80,"São Paulo, State of São Paulo, Brazil",Digital bank for teenagers in LatAm connected to prepaid card,,"FINTECH, PAYMENTS, CONSUMER, LENDING, NEOBANK",https://startupschool.org/?utm_source=yc&utm_campaign=ycdc_header,https://www.linkedin.com/company/z1app/,https://twitter.com/mccraveiro,https://www.crunchbase.com/organization/z1-8982,,,https://www.linkedin.com/in/jo%C3%A3o-pedro-thompson-630666144/ | https://www.linkedin.com/in/thiago-waddington-achatz-3280a297/ | https://www.linkedin.com/in/mccraveiro | https://www.linkedin.com/in/sophie-secaf-b647b891,https://www.ycombinator.com/companies/z1
,SUMMER 2021,,2021,9,"São Paulo, State of São Paulo, Brazil",Lovable for internal products,,"ARTIFICIAL INTELLIGENCE, DEVELOPER TOOLS, SAAS, HR TECH, AI ASSISTANT",https://startupschool.org/?utm_source=yc&utm_campaign=ycdc_header,https://www.linkedin.com/company/zazos/about/,https://twitter.com/mknarciso,https://www.crunchbase.com/organization/zazos,,,https://www.linkedin.com/in/mknarciso/,https://www.ycombinator.com/companies/zaz-os
,SUMMER 2019,,2019,60,"São Paulo, State of São Paulo, Brazil",Payment Platform for LatAm Micro and Small Businesses,,FINTECH,https://startupschool.org/?utm_source=yc&utm_campaign=ycdc_header,https://www.linkedin.com/company/vaizippi/,https://twitter.com/ycombinator,,,,https://www.linkedin.com/in/andre-bernardes/ | https://www.linkedin.com/in/brunollucas/ | https://www.linkedin.com/in/ludmilapontremolez/,https://www.ycombinator.com/companies/zippi
