startup_name,location_country,sector,funding_date,funding_year,date_precision,amount_usd,amount_is_estimate,investors,stage,debt_equity,female_cofounder_or_ceo,local_founder,intnl_founder,launched,accelerator,employees,source_file,country,region_group
Farid,Egypt,ed-tech,1-09-01,2025,full_date,250000.0,False,Amal bint Abdulaziz Al-Ajlan,Pre-Seed,Equity,No,,,2024,No,22.0,Funded_African_tech_startups_2025__by_country_.xlsx,Egypt,Africa
SETTLE,Egypt,fintech,1-09-01,2025,full_date,2000000.0,False,"led by Shorooq Partners, with support from El Sewedy Capital Holding, Acasia Ventures, and Plus VC",Pre-Seed,Equity,No,,,2022,No,14.0,Funded_African_tech_startups_2025__by_country_.xlsx,Egypt,Africa
El Kheta,Egypt,ed-tech,,2025,year_only,400000.0,False,EdVentures,Undisclosed,Equity,No,,,2017,Yes,95.0,Funded_African_tech_startups_2025__by_country_.xlsx,Egypt,Africa
Saikoro,Egypt,ed-tech,1-10-01,2025,full_date,100000.0,True,EdVentures,Undisclosed,Equity,No,,,2021,Yes,7.0,Funded_African_tech_startups_2025__by_country_.xlsx,Egypt,Africa
The Copywriter,Egypt,ed-tech,1-10-01,2025,full_date,100000.0,True,EdVentures,Undisclosed,Equity,Yes,,,2018,Yes,31.0,Funded_African_tech_startups_2025__by_country_.xlsx,Egypt,Africa
TechyApp,Egypt,ed-tech,1-10-01,2025,full_date,100000.0,True,EdVentures,Undisclosed,Equity,Yes,,,2023,Yes,2.0,Funded_African_tech_startups_2025__by_country_.xlsx,Egypt,Africa
SchoolZ,Egypt,ed-tech,1-10-01,2025,full_date,100000.0,True,EdVentures,Undisclosed,Equity,No,,,2020,Yes,23.0,Funded_African_tech_startups_2025__by_country_.xlsx,Egypt,Africa
ArmStrong,Egypt,ed-tech,1-10-01,2025,full_date,100000.0,True,EdVentures,Undisclosed,Equity,No,,,2022,Yes,28.0,Funded_African_tech_startups_2025__by_country_.xlsx,Egypt,Africa
Tutoro,Egypt,ed-tech,1-10-01,2025,full_date,100000.0,True,EdVentures,Undisclosed,Equity,No,,,2019,Yes,40.0,Funded_African_tech_startups_2025__by_country_.xlsx,Egypt,Africa
InvestED,Egypt,ed-tech,1-10-01,2025,full_date,100000.0,True,EdVentures,Undisclosed,Equity,No,,,2022,Yes,3.0,Funded_African_tech_startups_2025__by_country_.xlsx,Egypt,Africa
Rabbit Mobility,Egypt,mobility,1-10-01,2025,full_date,1300000.0,False,"500 Global and Untapped Global, and also features a group of angel investors.",Undisclosed,Equity,No,,,2020,No,40.0,Funded_African_tech_startups_2025__by_country_.xlsx,Egypt,Africa
WellPal,Egypt,e-health,1-11-01,2025,full_date,300000.0,True,,Undisclosed,Equity,No,,,2020,Yes,20.0,Funded_African_tech_startups_2025__by_country_.xlsx,Egypt,Africa
Tafweela,Egypt,fintech,1-11-01,2025,full_date,100000.0,True,T-Vencubator,Undisclosed,Equity,No,,,2023,Yes,28.0,Funded_African_tech_startups_2025__by_country_.xlsx,Egypt,Africa
Efreshli,Egypt,other,1-11-01,2025,full_date,1500000.0,True,"led by Algebra Ventures, with participation from 500 Startups, Dar Ventures, and angel investors.",Seed,Equity,Yes,,,2019,Yes,54.0,Funded_African_tech_startups_2025__by_country_.xlsx,Egypt,Africa
Qara,Egypt,logistics,1-11-01,2025,full_date,2600000.0,False,,Undisclosed,Equity,No,,,2021,No,126.0,Funded_African_tech_startups_2025__by_country_.xlsx,Egypt,Africa
Amenli,Egypt,fintech,1-11-01,2025,full_date,2300000.0,False,"by the European Bank for Reconstruction and Development Venture Capital arm (EBRD). The investment, which includes a follow-on from Y Combinator",Undisclosed,Equity,No,,,2020,Yes,77.0,Funded_African_tech_startups_2025__by_country_.xlsx,Egypt,Africa
ariika,Egypt,e-commerce and retail-tech,1-11-01,2025,full_date,3000000.0,False,"led by Beltone Venture Capital, alongside Citadel International Holdings.",Series A,Equity,No,,,2016,No,83.0,Funded_African_tech_startups_2025__by_country_.xlsx,Egypt,Africa
Sylndr,Egypt,e-commerce and retail-tech,1-11-01,2025,full_date,7450000.0,False,"EFG Financial Solutions, Next Bank, and the Egyptian Gulf Bank",Undisclosed,Debt,No,,,2021,Yes,210.0,Funded_African_tech_startups_2025__by_country_.xlsx,Egypt,Africa
Nowlun,Egypt,logistics,1-12-01,2025,full_date,1700000.0,False,"led by Nama Ventures and A15, with participation from Sanabil 500 Global and prominent angel investors.",Seed,Equity,No,,,2021,No,43.0,Funded_African_tech_startups_2025__by_country_.xlsx,Egypt,Africa
Cleva,Nigeria,fintech,1-01-01,2025,full_date,1500000.0,False,"1984 Ventures, The Raba Partnership, Byld Ventures, FirstCheck Africa, Y Combinator and several angel investors.",Pre-Seed,Equity,Yes,,,2023,Yes,9.0,Funded_African_tech_startups_2025__by_country_.xlsx,Nigeria,Africa
alGROWithm,Nigeria,ed-tech,1-01-01,2025,full_date,250000.0,True,Digital Africa,Undisclosed,Equity,Yes,,,2018,No,8.0,Funded_African_tech_startups_2025__by_country_.xlsx,Nigeria,Africa
Canza Finance,Nigeria,fintech,1-01-01,2025,full_date,2300000.0,False,"Polychain Capital, Protocol Labs, Blizzard Fund, 99 Capital, Stratified Capital, Hyperithm, Angel Investors",Undisclosed,Equity,No,,,2019,Yes,13.0,Funded_African_tech_startups_2025__by_country_.xlsx,Nigeria,Africa
Nithio,Nigeria,energy,1-01-01,2025,full_date,10000000.0,False,FMO,Undisclosed,Debt,Yes,,,2018,No,34.0,Funded_African_tech_startups_2025__by_country_.xlsx,Nigeria,Africa
Miden,Nigeria,fintech,1-01-01,2025,full_date,500000.0,False,Y Combinator,Undisclosed,Equity,No,,,2022,Yes,8.0,Funded_African_tech_startups_2025__by_country_.xlsx,Nigeria,Africa
Scandium Systems,Nigeria,other,1-01-01,2025,full_date,100000.0,False,Baobab Network,Undisclosed,Equity,No,,,2022,No,14.0,Funded_African_tech_startups_2025__by_country_.xlsx,Nigeria,Africa
Zebra CropBank,Nigeria,agri-tech,1-02-01,2025,full_date,100000.0,False,Catalyst Fund,Undisclosed,Equity,No,,,2020,Yes,9.0,Funded_African_tech_startups_2025__by_country_.xlsx,Nigeria,Africa
Scrapays,Nigeria,waste management,1-02-01,2025,full_date,100000.0,False,Catalyst Fund,Undisclosed,Equity,No,,,2019,Yes,17.0,Funded_African_tech_startups_2025__by_country_.xlsx,Nigeria,Africa
Earthbond,Nigeria,climate-tech,,2025,year_only,100000.0,False,"Catalyst Fund (February), Madica (October)",Undisclosed,Equity,Yes,,,2023,Yes,8.0,Funded_African_tech_startups_2025__by_country_.xlsx,Nigeria,Africa
Klas,Nigeria,ed-tech,1-02-01,2025,full_date,1000000.0,False,"Ingressive Capital, with participation from Techstars, HoaQ, and several angel investors.",Pre-Seed,Equity,No,,,2022,No,12.0,Funded_African_tech_startups_2025__by_country_.xlsx,Nigeria,Africa
Arnergy,Nigeria,energy,1-02-01,2025,full_date,3000000.0,False,"All On, along with other firms, including Bill Gates’ Breakthrough Energy Ventures, ElectriFI, and Norfund, participated as investors in the round.",Undisclosed,Equity,No,,,2013,No,95.0,Funded_African_tech_startups_2025__by_country_.xlsx,Nigeria,Africa
BFREE,Nigeria,fintech,1-03-01,2025,full_date,2950000.0,False,"led by Capria Ventures, and also featured the likes of Angaza Capital, GreenHouse Capital, Launch Africa, Modus Africa, Axian CVC, and angel investors.",Undisclosed,Equity,No,,,2020,No,225.0,Funded_African_tech_startups_2025__by_country_.xlsx,Nigeria,Africa
MDaaS Global,Nigeria,e-health,1-03-01,2025,full_date,3000000.0,False,"co-led by Aruwa Capital Management and follow-on investor Newtown Partners, and also featured Ventures Platform",Pre-Series A,Equity,No,,,2017,Yes,50.0,Funded_African_tech_startups_2025__by_country_.xlsx,Nigeria,Africa
Jamit,Nigeria,entertainment,1-03-01,2025,full_date,135000.0,False,CV VC,Undisclosed,Equity,No,,,2020,Yes,31.0,Funded_African_tech_startups_2025__by_country_.xlsx,Nigeria,Africa
Zone,Nigeria,fintech,1-03-01,2025,full_date,8500000.0,False,"led by Flourish Ventures and TLcom Capital, and also featuring Digital Currency Group (DCG), Verod-Kepple Africa Ventures (VKAV), Alter Global, and Endeavor Catalyst.",Seed,Equity,No,,,2022,No,232.0,Funded_African_tech_startups_2025__by_country_.xlsx,Nigeria,Africa
YouVerify,Nigeria,fintech,1-03-01,2025,full_date,2500000.0,False,Elm,Pre-Series A,Equity,No,,,2018,No,59.0,Funded_African_tech_startups_2025__by_country_.xlsx,Nigeria,Africa
Moove,Nigeria,mobility,1-03-01,2025,full_date,100000000.0,False,"Uber, Mubadala",Series B,Equity/Debt,No,,,2020,No,555.0,Funded_African_tech_startups_2025__by_country_.xlsx,Nigeria,Africa
Brass,Nigeria,fintech,1-03-01,2025,full_date,200000.0,True,,Undisclosed,Equity,No,,,2020,Yes,81.0,Funded_African_tech_startups_2025__by_country_.xlsx,Nigeria,Africa
Regfyl,Nigeria,fintech,1-03-01,2025,full_date,1250000.0,False,Techstars,Undisclosed,Equity,No,,,2023,Yes,4.0,Funded_African_tech_startups_2025__by_country_.xlsx,Nigeria,Africa
Circle+,Nigeria,fintech,1-03-01,2025,full_date,1250000.0,False,Techstars,Undisclosed,Equity,No,,,2022,Yes,6.0,Funded_African_tech_startups_2025__by_country_.xlsx,Nigeria,Africa
Craftmerce,Nigeria,e-commerce and retail-tech,1-03-01,2025,full_date,1250000.0,False,Techstars,Undisclosed,Equity,Yes,,,2022,Yes,4.0,Funded_African_tech_startups_2025__by_country_.xlsx,Nigeria,Africa
Omnibiz,Nigeria,e-commerce and retail-tech,1-04-01,2025,full_date,2000000.0,True,Goodwell Investments,Series A,Equity,No,,,2019,No,607.0,Funded_African_tech_startups_2025__by_country_.xlsx,Nigeria,Africa
Renda,Nigeria,e-commerce and retail-tech,1-05-01,2025,full_date,1900000.0,False,"Ingressive Capital, with participation from Techstars Toronto, Founders Factory Africa, Magic Fund, Golden Palm Investments, Reflect Ventures, and Vastly Valuable Ventures. The debt funding of US$600,000 was provided by Founders Factory Africa and SeedFi.",Pre-Seed,Equity/Debt,No,,,2021,Yes,83.0,Funded_African_tech_startups_2025__by_country_.xlsx,Nigeria,Africa
Seamfix,Nigeria,digital identity,1-05-01,2025,full_date,4500000.0,False,Alitheia IDF,Undisclosed,Equity,No,,,2007,Yes,217.0,Funded_African_tech_startups_2025__by_country_.xlsx,Nigeria,Africa
Blueroomcare,Nigeria,e-health,1-07-01,2025,full_date,500000.0,True,"EHA Impact Ventures, with additional participation from TVC Labs and Innovest Africa",Pre-Seed,Equity,No,,,2021,Yes,20.0,Funded_African_tech_startups_2025__by_country_.xlsx,Nigeria,Africa
CoAmana,Nigeria,agri-tech,1-07-01,2025,full_date,500000.0,False,Village Capital,Undisclosed,Equity,Yes,,,2018,Yes,33.0,Funded_African_tech_startups_2025__by_country_.xlsx,Nigeria,Africa
Intron Health,Nigeria,e-health,1-07-01,2025,full_date,1600000.0,False,"led by Microtraction, with participation from Plug and Play Ventures, Jaza Rift Ventures, Octopus Ventures, Africa Health Ventures, OpenseedVC, Pi Campus, Alumni Angel, and Baker Bridge Capital. The investment also saw contributions from angel investors from global companies, including Google, CLEAR Global, NYU, and Optum.",Pre-Seed,Equity,Yes,,,2020,No,41.0,Funded_African_tech_startups_2025__by_country_.xlsx,Nigeria,Africa
Waza,Nigeria,e-commerce and retail-tech,1-08-01,2025,full_date,8000000.0,False,"Y Combinator, Byld Ventures, Norrsken Africa, Heirloom VC, Plug and Play Tech Center, Olive Tree Capital, and others. The US$5 million debt funding was secured from Timon Capital and will be strategically invested in piloting trade financing for their large enterprise clients, an additional US$371 billion market in Africa.",Undisclosed,Debt/Equity,No,,,2024,No,15.0,Funded_African_tech_startups_2025__by_country_.xlsx,Nigeria,Africa
Kredete,Nigeria,fintech,1-09-01,2025,full_date,2250000.0,False,"led by Blockchain Founders Fund, with participation from notable investors including Techstars, Tezos Foundation, Polymorphic Capital, Launch Africa, Neer Venture Partners, and DNA Fund.",Seed,Equity,No,,,2023,Yes,27.0,Funded_African_tech_startups_2025__by_country_.xlsx,Nigeria,Africa
Tespire,Nigeria,ed-tech,1-09-01,2025,full_date,200000.0,True,,Pre-Seed,Equity,No,,,2022,No,17.0,Funded_African_tech_startups_2025__by_country_.xlsx,Nigeria,Africa
Yellow Card,Nigeria,fintech,1-10-01,2025,full_date,33000000.0,False,"led by Blockchain Capital, with participation from Polychain Capital, Third Prime Ventures, Castle Island Ventures, Block, Inc., Galaxy Ventures, Blockchain Coinvestors, Hutt Capital, and Winklevoss Capital.",Series C,Equity,No,,,2019,No,331.0,Funded_African_tech_startups_2025__by_country_.xlsx,Nigeria,Africa
Klasha,Nigeria,fintech,1-10-01,2025,full_date,2000000.0,False,"Expert Dojo, Alumni Ventures, Practical VC, Breega, My Asia VC, Resilience17, and Magic Fund",Undisclosed,Equity,Yes,,,2021,Yes,52.0,Funded_African_tech_startups_2025__by_country_.xlsx,Nigeria,Africa
Moniepoint,Nigeria,fintech,1-10-01,2025,full_date,110000000.0,False,"led by Development Partners International’s African Development Partners (ADP) III fund – a premier fund focused on Africa. Other new investors include Google’s Africa Investment Fund and Verod Capital – a leading African private equity firm. Global impact firm, Lightrock, an existing investor, also participated.",Series C,Equity,No,,,2015,No,3200.0,Funded_African_tech_startups_2025__by_country_.xlsx,Nigeria,Africa
Beacon Power Services,Nigeria,energy,1-11-01,2025,full_date,4000000.0,True,"led by Partech, with participation from Finnfund, Gaia impact, Proparco Groupe AFD and previous investors Kaleo Ventures and Seedstars Africa Ventures. Additional investors in the round include Clermount, Global Brain and its CVC partner JGC MIRAI Innovation Fund, and On.Capital.",Series A,Equity,No,,,2010,No,187.0,Funded_African_tech_startups_2025__by_country_.xlsx,Nigeria,Africa
Billboxx,Nigeria,fintech,1-12-01,2025,full_date,1600000.0,False,"Norrsken Accelerator, Kaleo Ventures, 54 Collective, P2Vest and Afrinovation Ventures",Pre-Seed,Equity,No,,,2023,No,11.0,Funded_African_tech_startups_2025__by_country_.xlsx,Nigeria,Africa
Juicyway,Nigeria,fintech,1-12-01,2025,full_date,3000000.0,False,"led by P1 Ventures, with participation from Ventures Platform, Future Africa, Magic Fund, Andrew Alli, Gbenga Oyebode, Tunde Folawiyo, Microtraction, and others.",Pre-Seed,Equity,No,,,2021,No,49.0,Funded_African_tech_startups_2025__by_country_.xlsx,Nigeria,Africa
MyChekker,Nigeria,e-health,1-12-01,2025,full_date,100000.0,True,Lagos Angels Network,Undisclosed,Equity,No,,,2022,Yes,16.0,Funded_African_tech_startups_2025__by_country_.xlsx,Nigeria,Africa
Watt Renewable,Nigeria,energy,1-12-01,2025,full_date,15000000.0,False,"European Investment Bank (EIB), International Finance Corporation (IFC), BIO, FMO, Proparco, Société Générale, and BNP Paribas.",Undisclosed,Debt,No,,,2016,No,55.0,Funded_African_tech_startups_2025__by_country_.xlsx,Nigeria,Africa
PBR Life Sciences,Nigeria,e-health,1-12-01,2025,full_date,1000000.0,False,"Launch Africa Ventures, Microtraction, Kaleo Ventures, Octerra Capital, Marula Square, XA Africa, ARM Labs, and Techstars.",Pre-Seed,Equity,No,,,2021,Yes,35.0,Funded_African_tech_startups_2025__by_country_.xlsx,Nigeria,Africa
Badili,Kenya,e-commerce and retail-tech,1-01-01,2025,full_date,1000000.0,True,E3 Capital,Seed,Equity,No,,,2021,Yes,35.0,Funded_African_tech_startups_2025__by_country_.xlsx,Kenya,Africa
KOKO,Kenya,climate-tech,1-01-01,2025,full_date,400000.0,True,RMB,Undisclosed,Equity,No,,,2015,No,1301.0,Funded_African_tech_startups_2025__by_country_.xlsx,Kenya,Africa
Shamba Pride,Kenya,agri-tech,1-01-01,2025,full_date,3700000.0,False,"EDFI AgriFI, Seedstars Africa Ventures.",Pre-Series A,Equity/Debt,No,,,2016,Yes,25.0,Funded_African_tech_startups_2025__by_country_.xlsx,Kenya,Africa
Apollo Agriculture,Kenya,agri-tech,1-01-01,2025,full_date,10000000.0,False,"Swedfund and ImpactConnect, implemented by DEG",Undisclosed,Debt,No,,,2019,No,918.0,Funded_African_tech_startups_2025__by_country_.xlsx,Kenya,Africa
Sun King,Kenya,energy,1-01-01,2025,full_date,7000000.0,False,Lendable,Undisclosed,Debt,No,,,2007,No,925.0,Funded_African_tech_startups_2025__by_country_.xlsx,Kenya,Africa
Keep It Cool,Kenya,agri-tech,,2025,year_only,100000.0,False,"Catalyst Fund, Acumen",Pre-Seed,Equity,Yes,,,2019,Yes,19.0,Funded_African_tech_startups_2025__by_country_.xlsx,Kenya,Africa
InspiraFarms Cooling,Kenya,energy,1-01-01,2025,full_date,1090000.0,False,"Foundation for Clean Energy and Energy Inclusion for Africa (CEI Africa), KawiSafi Ventures, Factor[e] Ventures",Undisclosed,Equity,No,,,2012,No,24.0,Funded_African_tech_startups_2025__by_country_.xlsx,Kenya,Africa
BasiGo,Kenya,mobility,,2025,year_only,58300000.0,False,"DEG (Jan), CFAO Group Kenya, Mobility54 (March), DFC (June), Africa50 with co-investment from Novastar Ventures, CFAO Kenya, Mobility54, SBI Investment, Trucks VC, Moxxie Ventures, and Susquehanna Foundation (October)",Undisclosed,Debt/Equity,No,,,2021,No,69.0,Funded_African_tech_startups_2025__by_country_.xlsx,Kenya,Africa
Roam,Kenya,mobility,,2025,year_only,34000000.0,False,"At One Ventures, TES Ventures, Renew Capital, The World We Want, and One Small Planet, among other prominent private and institutional investors (equity), DFC (February), DFC (June)",Undisclosed,Equity/Debt,No,,,2017,No,183.0,Funded_African_tech_startups_2025__by_country_.xlsx,Kenya,Africa
Ilara Health,Kenya,e-health,1-02-01,2025,full_date,4200000.0,False,"DOB Equity, with additional equity contributions from AAIC Investment, Angaza Capital, Black Pearl Investments, and Perivoli Innovations. It also featured the Philips Foundation and Boehringer Ingelheim",Pre-Series A,Equity/Debt,No,,,2019,No,143.0,Funded_African_tech_startups_2025__by_country_.xlsx,Kenya,Africa
Shamba Records,Kenya,agri-tech,1-03-01,2025,full_date,135000.0,False,CV VC,Undisclosed,Equity,No,,,2017,Yes,7.0,Funded_African_tech_startups_2025__by_country_.xlsx,Kenya,Africa
Triply,Kenya,other,1-03-01,2025,full_date,500000.0,False,Y Combinator,Undisclosed,Equity,No,,,2021,Yes,23.0,Funded_African_tech_startups_2025__by_country_.xlsx,Kenya,Africa
Gro Intelligence,Kenya,agri-tech,1-03-01,2025,full_date,2000000.0,True,"TPG Growth, Intel Capital",Undisclosed,Equity,Yes,,,2014,No,57.0,Funded_African_tech_startups_2025__by_country_.xlsx,Kenya,Africa
Taimba,Kenya,agri-tech,1-03-01,2025,full_date,300000.0,True,8+ Ventures,Undisclosed,Equity,Yes,,,2018,Yes,27.0,Funded_African_tech_startups_2025__by_country_.xlsx,Kenya,Africa
Mtek,Kenya,fintech,1-03-01,2025,full_date,1250000.0,False,"Verod-Kepple Africa Ventures (VKAV), Founders Factory Africa",Undisclosed,Equity,Yes,,,2019,No,30.0,Funded_African_tech_startups_2025__by_country_.xlsx,Kenya,Africa
Afrigility,Kenya,logistics,1-03-01,2025,full_date,120000.0,False,Techstars,Undisclosed,Equity,No,,,2022,Yes,5.0,Funded_African_tech_startups_2025__by_country_.xlsx,Kenya,Africa
SunCulture,Kenya,energy,1-04-01,2025,full_date,27500000.0,False,"Reed Hastings, InfraCo Africa Limited, Acumen Fund, The Schmidt Family Foundation, and others – as well as follow-on investment from EDF Group, Equator, and the Acumen Resilience Agriculture Fund (ARAF)",Series B,Equity,No,,,2012,No,352.0,Funded_African_tech_startups_2025__by_country_.xlsx,Kenya,Africa
Pula,Kenya,agri-tech,1-04-01,2025,full_date,20000000.0,False,"BlueOrchard, a global impact investment manager and member of the Schroders Group, via its InsuResilience strategy, while fundraising also came from IFC and the Private Sector Window of the Global Agriculture and Food Security Program (GAFSP).",Series B,Equity,Yes,,,2014,No,498.0,Funded_African_tech_startups_2025__by_country_.xlsx,Kenya,Africa
GoBEBA,Kenya,e-commerce and retail-tech,1-04-01,2025,full_date,200000.0,True,Madica,Undisclosed,Equity,Yes,,,2019,Yes,25.0,Funded_African_tech_startups_2025__by_country_.xlsx,Kenya,Africa
Farm to Feed,Kenya,agri-tech,1-04-01,2025,full_date,500000.0,True,Renew Capital,Undisclosed,Equity,Yes,,,2020,Yes,17.0,Funded_African_tech_startups_2025__by_country_.xlsx,Kenya,Africa
Mogo Kenya,Kenya,mobility,1-06-01,2025,full_date,10000000.0,False,DFC,Undisclosed,Debt,No,,,2015,No,515.0,Funded_African_tech_startups_2025__by_country_.xlsx,Kenya,Africa
M-Kopa,Kenya,energy,1-06-01,2025,full_date,51000000.0,False,DFC,Undisclosed,Debt,No,,,2011,No,2540.0,Funded_African_tech_startups_2025__by_country_.xlsx,Kenya,Africa
Uncover,Kenya,other,1-07-01,2025,full_date,1400000.0,False,"EQ2 Ventures and IgniteXL Ventures, with participation from Chui Ventures, Samata Capital and Altree Capital",Seed,Equity,Yes,,,2021,Yes,40.0,Funded_African_tech_startups_2025__by_country_.xlsx,Kenya,Africa
Aquarech,Kenya,agri-tech,1-07-01,2025,full_date,350000.0,False,Village Capital,Undisclosed,Equity,No,,,2019,Yes,35.0,Funded_African_tech_startups_2025__by_country_.xlsx,Kenya,Africa
WorkPay,Kenya,recruitment & HR,1-08-01,2025,full_date,5000000.0,False,"led by Norrsken22. The round also includes participation from Visa, Y Combinator, Saviu Ventures, Axian, Plug n Play, Verod-Kepple Africa Ventures and Acadian Ventures.",Series A,Equity,No,,,2019,Yes,126.0,Funded_African_tech_startups_2025__by_country_.xlsx,Kenya,Africa
Sukhiba,Kenya,e-commerce and retail-tech,1-08-01,2025,full_date,1500000.0,False,"led by EQ2 Ventures. Accion Venture Lab, Musha Ventures, and Quona Capital, as well as existing investors CRE Ventures.",Seed,Equity,No,,,2021,Yes,39.0,Funded_African_tech_startups_2025__by_country_.xlsx,Kenya,Africa
Chpter,Kenya,e-commerce and retail-tech,1-09-01,2025,full_date,1200000.0,False,"led by Pani, with participation from Plesion Capital, Techstars, Norrsken, Renew Capital, ViKtoria Ventures, and angel investors including NALA’s Benjamin Fernandes, and WorkPay co-founders Paul Kimani and Jackson Kibigo.",Pre-Seed,Equity,No,,,2022,Yes,22.0,Funded_African_tech_startups_2025__by_country_.xlsx,Kenya,Africa
Octavia Carbon,Kenya,climate-tech,1-10-01,2025,full_date,5000000.0,False,"Lateral Frontiers and E4E Africa, with participation from Catalyst Fund, Launch Africa Ventures, Fondation Botnar, and Renew Capital.",Seed,Equity,Yes,,,2022,Yes,57.0,Funded_African_tech_startups_2025__by_country_.xlsx,Kenya,Africa
OfferZen,South Africa,recruitment & HR,1-01-01,2025,full_date,4300000.0,False,Invenfin and AI Capital,Undisclosed,Equity,No,,,2015,No,114.0,Funded_African_tech_startups_2025__by_country_.xlsx,South Africa,Africa
Carry1st,South Africa,entertainment,1-01-01,2025,full_date,1000000.0,True,Sony Innovation Fund: Africa,Undisclosed,Equity,Yes,,,2018,No,139.0,Funded_African_tech_startups_2025__by_country_.xlsx,South Africa,Africa
Thola,South Africa,climate-tech,1-02-01,2025,full_date,100000.0,False,Catalyst Fund,Undisclosed,Equity,Yes,,,2021,Yes,5.0,Funded_African_tech_startups_2025__by_country_.xlsx,South Africa,Africa
Hohm Energy,South Africa,energy,1-02-01,2025,full_date,8000000.0,False,"led by E3 Capital and 4DX Ventures, and also featuring Breega, E4E Africa, TO.org, Tekton Ventures, Sunu Capital, Musha Ventures, and Climate Capital Ventures.",Seed,Equity,No,,,2021,No,28.0,Funded_African_tech_startups_2025__by_country_.xlsx,South Africa,Africa
Cue,South Africa,AI/IoT,1-02-01,2025,full_date,2000000.0,False,,Seed,Equity,No,,,2015,No,59.0,Funded_African_tech_startups_2025__by_country_.xlsx,South Africa,Africa
RecoMed,South Africa,e-health,1-03-01,2025,full_date,2000000.0,True,Eisai,Undisclosed,Equity,No,,,2013,Yes,28.0,Funded_African_tech_startups_2025__by_country_.xlsx,South Africa,Africa
Simera Sense,South Africa,other,1-03-01,2025,full_date,14800000.0,False,NewSpace Capital and Knife Capital,Undisclosed,Equity,No,,,2018,No,60.0,Funded_African_tech_startups_2025__by_country_.xlsx,South Africa,Africa
Planet42,South Africa,mobility,1-03-01,2025,full_date,15800000.0,False,Standard Bank,Undisclosed,Equity/Debt,No,,,2017,No,112.0,Funded_African_tech_startups_2025__by_country_.xlsx,South Africa,Africa
Float,South Africa,fintech,1-03-01,2025,full_date,11000000.0,False,Standard Bank,Undisclosed,Debt,No,,,2021,Yes,15.0,Funded_African_tech_startups_2025__by_country_.xlsx,South Africa,Africa
RNR,South Africa,auto-tech,1-03-01,2025,full_date,640000.0,False,HAVAIC,Undisclosed,Equity,Yes,,,2019,No,24.0,Funded_African_tech_startups_2025__by_country_.xlsx,South Africa,Africa
Spatialedge,South Africa,AI/IoT,1-04-01,2025,full_date,3100000.0,False,Hlayisani Capital,Undisclosed,Equity,No,,,2016,No,110.0,Funded_African_tech_startups_2025__by_country_.xlsx,South Africa,Africa
HyperionDev,South Africa,ed-tech,1-04-01,2025,full_date,5000000.0,False,,Undisclosed,Equity,No,,,2012,No,200.0,Funded_African_tech_startups_2025__by_country_.xlsx,South Africa,Africa
Orca,South Africa,other,1-05-01,2025,full_date,550000.0,False,"led by Norrsken22, with participation from First Circle Capital, Musha Ventures and Kara Ventures, as well as several strategic business angels and family and friends.",Pre-Seed,Equity,Yes,,,2024,No,5.0,Funded_African_tech_startups_2025__by_country_.xlsx,South Africa,Africa
TurnStay,South Africa,travel,1-07-01,2025,full_date,300000.0,False,"DFS Lab, DCG",Undisclosed,Equity,Yes,,,2021,Yes,3.0,Funded_African_tech_startups_2025__by_country_.xlsx,South Africa,Africa
Open Access Energy,South Africa,energy,1-08-01,2025,full_date,750000.0,False,Factor E Ventures,Undisclosed,Equity,No,,,2021,No,6.0,Funded_African_tech_startups_2025__by_country_.xlsx,South Africa,Africa
Omnisient,South Africa,fintech,1-08-01,2025,full_date,7500000.0,False,Arise,Series A,Equity,No,,,2019,Yes,50.0,Funded_African_tech_startups_2025__by_country_.xlsx,South Africa,Africa
Talk360,South Africa,other,1-09-01,2025,full_date,1400000.0,False,HAVAIC,Pre-Series A,Equity,No,,,2016,No,41.0,Funded_African_tech_startups_2025__by_country_.xlsx,South Africa,Africa
LittleFish,South Africa,fintech,1-10-01,2025,full_date,500000.0,True,"TLcom, Flourish Ventures",Undisclosed,Equity,No,,,2021,No,24.0,Funded_African_tech_startups_2025__by_country_.xlsx,South Africa,Africa
Scale,South Africa,fintech,1-10-01,2025,full_date,700000.0,False,"54 Collective (formerly Founders Factory Africa) and First Circle Capital, joined by Sunny Side Venture Partners and prominent expert angels from the industry.",Pre-Seed,Equity,Yes,,,2023,No,14.0,Funded_African_tech_startups_2025__by_country_.xlsx,South Africa,Africa
Grid Africa,South Africa,energy,1-10-01,2025,full_date,2800000.0,False,Rifuwo Energy Partners,Undisclosed,Equity,No,,,2015,No,8.0,Funded_African_tech_startups_2025__by_country_.xlsx,South Africa,Africa
visionAI,South Africa,AI/IoT,1-10-01,2025,full_date,600000.0,True,Kalon Venture Partners,Undisclosed,Equity,No,,,2018,No,11.0,Funded_African_tech_startups_2025__by_country_.xlsx,South Africa,Africa
Pargo,South Africa,logistics,1-10-01,2025,full_date,4000000.0,False,"led by 3Capital Ventures (previously part of Allan Gray), Endeavor, SAAD Investment Holdings and UW Ventures",Undisclosed,Equity,No,,,2015,Yes,136.0,Funded_African_tech_startups_2025__by_country_.xlsx,South Africa,Africa
Tagmarshal,South Africa,other,1-10-01,2025,full_date,5000000.0,True,,Undisclosed,Equity,No,,,2014,No,69.0,Funded_African_tech_startups_2025__by_country_.xlsx,South Africa,Africa
