Sr. No.,Date(dd/mm/yyyy),Startup Name,Industry Vertical,City / Location,Investors’ Name,InvestmentType,Amount (in USD),Remarks,Year,Source_File,Industry/ Vertical,Sub-Vertical,Invest-mentType,Date,Industry/Vertical,City,Investor Name,Investment Type,Amount(in USD),Unnamed: 0,Founding Date,Founders,Investors,Investment Stage,0,1,2,3,4,5,6,7,8
,,CarDekho,,,,,,,2021,Oct_2021.csv,,Redefining the country’s personal mobility ecosystem with technologically enhanced solutions.,,,Automotive,Jaipur,,,$250000000,48.0,2008.0,"Amit Jain, Anurag Jain",,Series E,,,,,,,,,
,,Melorra,,,,,,,2021,Oct_2021.csv,,A company that styles jewellery for the contemporary wardrobe.,,,D2C jewellery,Bangalore,,,$24000000,49.0,2015.0,Saroja Yeramili,"9Unicorns, Symphony International Holdings Limited, Value Quest",,,,,,,,,,
,,AnKa SumMor,,,,,,,2021,Oct_2021.csv,,"AnKa SumMor is the service that allows businesses to focus on building their brands, while they provide Supply & Distribution expertise.",,,Sales and Distribution,Bangalore,,,$1000000,50.0,2017.0,"Rajiv Joshi, Ashok George",Inflection Point Ventures,Pre-Series A,,,,,,,,,
,,Toch.ai,,,,,,,2021,Oct_2021.csv,,"Toch is an AI-driven platform that helps broadcasters, OTT platforms, media platforms, and creators to revolutionize videos.",,,SaaS,Mumbai,,,$11000000,51.0,2016.0,"Vinayak Shrivastav, Saket Dandotia, Alok Patil",,Series A,,,,,,,,,
,,Playto Labs,,,,,,,2021,Oct_2021.csv,,Playto Labs provides robotics toys and online classes for kids to help them develop the key 21st century skills. Book a free trial for your child today at www.playtolabs.com,,,E-learning,Bangalore,,,$500000,52.0,2021.0,Pavan Ponnaganti,Inflection Point Ventures,Seed,,,,,,,,,
,,Fraazo,,,,,,,2021,Oct_2021.csv,,FRAAZO is Mumbai's favourite App for Fresh Vegetables and Fruits coming straight from the Farm to your Doorstep within 18 Hours.,,,Food & Beverages,Mumbai,,,$50000000,53.0,2020.0,"Atul Kumar, Aashish Krishnatre",WestBridge Capital,Series B,,,,,,,,,
,,Arcana,,,,,,,2021,Oct_2021.csv,,Arcana offers a Privacy Stack SDK to DApp developers on EVM compatible blockchains chains to build Privacy-First products.,,,Information Technology & Services,Bangalore,,,$2300000,54.0,2019.0,"Mayur Relekar, Aravindh Kumar, Abhishek Chaudhary","Republic Crypto, Woodstock, DCG, Sahil Lavingia",,,,,,,,,,
,,FloCareer,,,,,,,2021,Oct_2021.csv,,"The Best Skills Validation Platform that provides ""Interview As-A-Service""​.",,,Information Services,Bangalore,,,$5700000,55.0,2018.0,"Mohit Jain,  Mehul Bhatt",Data Point Capital,Series A,,,,,,,,,
,,Nap Chief,,,,,,,2021,Oct_2021.csv,,India's favourite Kid's wear and Family Sleepwear D2C Brand,,,Apparel & Fashion,Mumbai,,,$200000,56.0,2019.0,Raghav Gupta,Titan Capital,Seed,,,,,,,,,
,,AcknoLedger,,,,,,,2021,Oct_2021.csv,,AcknoLedger is a Global platform that distributes Web 3.0 Digital Assets Seamlessly across all the Metaverses and Gaming,,,Crypto,Mumbai,,,$1500000,57.0,2021.0,Yash Dahenkar,"Momentum 6, Basics Capital, Krypital Capital, Shima Capital, Magnus Capital",Seed,,,,,,,,,
,,ApplicateAI,,,,,,,2021,Oct_2021.csv,,"‘ApplicateAI’ is an integrated AI BOT platform for Enterprise with defined and curated work-flows for Sales, Consumer Engagement and Employee support and engagement.",,,Information Technology & Services,Gurugram,,,$30000000,58.0,2014.0,"Madhusudan Atmakuri, Ranjeet Kumar",,Series A,,,,,,,,,
,,VLCC Health Care,,,,,,,2021,Oct_2021.csv,,VLCC is today widely recognized for its comprehensive portfolio of beauty and wellness products and services,,,"Health, Wellness & Fitness",Gurugram,,,$4000000,59.0,1989.0,Vandana Luthra,,,,,,,,,,,
,,Duroflex,,,,,,,2021,Oct_2021.csv,,"5 decades of experience, superior quality and best in class innovation help us in bringing you a wide range of mattresses, pillows, protectors and other sleep solutions.",,,Furniture,Bangalore,,,$60000000,60.0,1963.0,P. C. Mathew,Norwest Venture Partners,,,,,,,,,,
,,Aviom India,,,,,,,2021,Oct_2021.csv,,AVIOM India Housing Finance Pvt. Ltd. is a venture started by experienced professionals with a vision to improve the standard of living of families from the informal sector in rural areas,,,Financial Services,Bhilwara,,,$8000000,61.0,2016.0,Kajal Ilmi,Sabre Partners,Series C,,,,,,,,,
,,Onato,,,,,,,2021,Oct_2021.csv,,A startup solving inefficiencies in the agri supply chain,,,Computer Software,Bangalore,,,$2200000,62.0,2021.0,"Vedant Katiyar, Ashish Jindal","Vertex Ventures, Omnivore",,,,,,,,,,
,,Mestastop Solutions,,,,,,,2021,Oct_2021.csv,,"Mestastop aims to provide a solution for such challenges with their unique proprietary platforms, METAssay, METSCAN, and METVivo.",,,Biotechnology,Bangalore,,,$100000,63.0,2018.0,Dr Arnab Roy Chowdhury,CIIE.CO,,,,,,,,,,
,,SaaS Labs,,,,,,,2021,Oct_2021.csv,,"Building high impact communication, workflow and productivity tools for sales and support teams throughout the globe.",,,SaaS,Noida,,,$17000000,64.0,2016.0,Gaurav Sharma,"Base 10 Partners, Eight Roads Ventures",Series A,,,,,,,,,
,,Devnagri,,,,,,,2021,Oct_2021.csv,,"Devnagri is an AI powered human translation platform, working in all 22 Indian languages.",,,Translation & Localization,Noida,,,$600000,65.0,2017.0,"Nakul Kundra, Himanshu Sharma","enture Catalyst, IPV",Seed,,,,,,,,,
,,CRED,,,,,,,2021,Oct_2021.csv,,CRED is a credit card payment platform that rewards users with points for paying their bills.,,,Finance,Bangalore,,,$250000000,66.0,2018.0,Kunal Shah,"Tiger Global, Falcon Edge",Series E,,,,,,,,,
,,ConveGenius,,,,,,,2021,Oct_2021.csv,,An EdTech social enterprise focused on closing the gap in educational achievement for children and youth in India.,,,Education Management,Noida,,,$5000000,67.0,2013.0,"Jairaj Bhattacharya, Shashank Pandey","BAce Capital, Heritas Capital, 3Lines Venture Capital",Pre-seed,,,,,,,,,
,,Totality,,,,,,,2021,Oct_2021.csv,,"Totality with the goal of combining scalability through technology, innovation through design & retention through content.",,,Entertainment,Gurugram,,,$1000000,68.0,2017.0,Anshul Rustaggi,"Leo Capital, Mayfield Fund",,,,,,,,,,
,,CredAble,,,,,,,2021,Oct_2021.csv,,CredAble provides liquidity programs for enterprise supply chains.,,,Financial Services,Mumbai,,,$30000000,69.0,2017.0,Nirav Choksi,"Plutus Wealth, Oaks Asset Management",Series B,,,,,,,,,
,,MarketWolf,,,,,,,2021,Oct_2021.csv,,"MarketWolf provides everyone an opportunity to begin their trading journey with a unique digital platform that is bold, simple and fun.",,,Financial Services,Mumbai,,,$5500000,70.0,2017.0,"Vishesh Dhingra, Thomas Joseph","Anil Thadani, Ashutosh Sinha, Roy van Leeuwen",Seed,,,,,,,,,
,,Wondrlab,,,,,,,2021,Oct_2021.csv,,India's largest platform-first martech startup,,,Marketing & Advertising,Mumbai,,,$7000000,71.0,2020.0,Saurabh Varma,"Pi Ventures LLP, Tanas Capital, Prodapt Holdings",Pre-series A,,,,,,,,,
,,SUN Mobility,,,,,,,2021,Oct_2021.csv,,Provider of universal energy infrastructure and services to accelerate mass EV usage!,,,Automotive,Bangalore,,,$50000000,72.0,2017.0,Chetan Maini,Vitol,,,,,,,,,,
,,Tamasha,,,,,,,2021,Oct_2021.csv,,"Tamasha, the next-generation interactive entertainment platform.",,,Entertainment,Mumbai,,,$3000000,73.0,2020.0,"Saurabh Gupta, Siddharth Swarnkar",Chiratae Ventures,Pre-series A,,,,,,,,,
,,Revfin,,,,,,,2021,Oct_2021.csv,,"RevFin is a financial technology (FinTech) company, advanced digital lending platform makes getting a loan convenient and accessible for customers",,,Financial Services,New Delhi,,,$4000000,74.0,2017.0,Sameer Aggarwal,"Ruchirans Jaipuria, Rishi Kajaria",Pre-series A,,,,,,,,,
,,Yu Foodlabs,,,,,,,2021,Oct_2021.csv,,Re-imagining Packaged Foods with Natural Ingredients & ZERO Preservatives,,,Food & Beverages,Gurugram,,,$1000000,75.0,2020.0,"Bharat Bhalla, Varun Kapur","Manish Choksi, Varun Vakil",Pre-series A,,,,,,,,,
,,MergerDomo,,,,,,,2021,Oct_2021.csv,,MergerDomo is the one-stop Global OnLine M&A marketplace for Corporate and Business Growth,,,Investment Banking,New Delhi,,,$500000,76.0,2018.0,Hormazd Charna,Nadir B Godrej,,,,,,,,,,
,,FarMart,,,,,,,2021,Oct_2021.csv,,FarMart is an agritech platform that helps businesses easily source high quality produce at reasonable prices.,,,Farming,Gurugram,,,$10000000,77.0,2015.0,"Alekh Sanghera, Mehtab Singh Hans",Matrix Partners India,Series A,,,,,,,,,
,,Questt,,,,,,,2021,Oct_2021.csv,,Questt is a Free online homework app that lets teachers assign gamified homework to students.,,,EdTech,Gurugram,,,$6750000,78.0,2020.0,"Akhil, Mohsin M, Rohit Pande",Celesta Capital,Series A,,,,,,,,,
,,IDfy,,,,,,,2021,Oct_2021.csv,,IDfy helps people and business build authentic relationships by ensuring that both parties are who they claim to be and can be trusted.,,,Information Technology & Services,Mumbai,,,$10000000,79.0,2011.0,Ashok Hariharan,"TransUnion, Blume Ventures",Series D,,,,,,,,,
,,ClearDekho,,,,,,,2021,Oct_2021.csv,,ClearDekho is India’s Leading Affordable Eyewear Brand.,,,Retail,Ghaziabad,,,$4000000,80.0,2016.0,"Saurabh Dayal, Shivi Singh",Aroa Ventures,Pre-series A,,,,,,,,,
,,BookingJini,,,,,,,2021,Oct_2021.csv,,BookingJini strive to empower Hotels from all aspects ranging from customer outreach to automate their booking process and improve their online presence and revenue to stimulate Top-line and Bottom-line growth.,,,Hospitality,Gurugram,,,$1200000,81.0,2017.0,"Deepak Dash, Gourab Kumar Nandy, Manoj Pandia, Sibasish Mishra",Mumbai Angels Network,Pre-series A,,,,,,,,,
,,Sourcewiz,,,,,,,2021,Oct_2021.csv,,Building a platform for exporters to digitize their workflows and help them grow and manage their business.,,,Information Technology & Services,Gurugram,,,$3000000,82.0,2021.0,"Divyaanshu Makkar, Vikas, Mayur","Blume, Alpha Wave Incubation",Seed,,,,,,,,,
,,Tvasta,,,,,,,2021,Oct_2021.csv,,Developing new-age manufacturing and automation technologies that can increase human productivity by allowing deep personalization.,,,Mechanical Or Industrial Engineering,Chennai,,,$400000,83.0,2016.0,"Vidyashankar C, Parivarthan Reddy, Adithya Jain",Habitat for Humanity International,,,,,,,,,,
,,Kafqa Academy,,,,,,,2021,Oct_2021.csv,,"Kafqa Academy is a global performing arts academy that offers classes in dancing, singing, and speech & drama.",,,E-learning,Bangalore,,,$1300000,84.0,2021.0,Shariq Plasticwala,"Global Founders Capital, Enzia Ventures, Better Capital",Seed,,,,,,,,,
,,Trell,,,,,,,2021,Oct_2021.csv,,Trell is turning over a new leaf with the wave of digitalization sweeping across the nation,,,Social commerce,Bangalore,,,$100000000,85.0,2016.0,"Pulkit Agrawal, Arun Lodhi, Bimal Kartheek Rebba",Amazon,,,,,,,,,,
,,Storia,,,,,,,2021,Oct_2021.csv,,"Storia Foods and Beverages is committed to creating products that are natural, full of goodness and promote a healthy lifestyle.",,,Food & Beverages,Mumbai,,,$6000000,86.0,2016.0,Vishal Shah,Sixth Sense Ventures,Series A,,,,,,,,,
,,Clear,,,,,,,2021,Oct_2021.csv,,India’s leading FinTech SaaS platform,,,Computer Software,Bangalore,,,$75000000,87.0,2011.0,"Archit Gupta, Srivatsan Chari","Kora Capital, Stripe, Alua Capital",Series C,,,,,,,,,
,,Groww,,,,,,,2021,Oct_2021.csv,,Groww is on a mission to democratize access to financial services for millions of Indians responsibly.,,,Finance,Bangalore,,,$250000000,88.0,2016.0,"Lalit Keshre, Harsh Jain, Ishan Bansal, Neeraj Singh",Iconiq Growth,Series E,,,,,,,,,
,,The Indus Valley,,,,,,,2021,Oct_2021.csv,,Consumer GoodsThe Indus Valley is a Direct to Consumer (D2C) healthy kitchenware brand.,,,Consumer Goods,Chennai,,,$1100000,89.0,2016.0,"Jagadeesh Kumar, Madhumitha Udaykumar","Rukam Capital, DSG Consumer Partners, The Chennai Angels",,,,,,,,,,
,,BharatPe,,,,,,,2021,Oct_2021.csv,,"BharatPe launched India’s first UPI interoperable QR code, first ZERO MDR payment acceptance service, and first UPI payment backed merchant cash advance service.",,,Financial Services,New Delhi,,,$10000000,90.0,2018.0,"Ashneer Grover, Shashvat Nakrani",MAS Financial Services,,,,,,,,,,
,,Teachmint,,,,,,,2021,Oct_2021.csv,,Teachmint is an education infrastructure provider and India’s largest teaching platform.,,,E-learning,Bangalore,,,$78000000,91.0,2020.0,"Divyansh Bordia, Mihir Gupta","Rocketship.vc, Vulcan Capital",Series B,,,,,,,,,
,,Porter,,,,,,,2021,Oct_2021.csv,,Porter is India's Largest Marketplace for Intra-City Logistics.,,,Logistics & Supply Chain,Bangalore,,,$100000000,92.0,2014.0,"Pranav Goel, Uttam Digga, Vikas Choudhary","Tiger Global, Vitruvian Partners",Series E,,,,,,,,,
,,O4S,,,,,,,2021,Oct_2021.csv,,O4S SaaS helps Consumer Brands to Digitize and Automate their Supply Chain thereby increasing Sales and Performance.,,,Information Technology & Services,Gurugram,,,$6000000,93.0,2017.0,"Divay Kumar, Shreyans Sipani","Think Investments, Venture Highway",Series A,,,,,,,,,
,,Wobb,,,,,,,2021,Oct_2021.csv,,The platform for marketers to find and work with influencers,,,Marketing,Gurugram,,,$200000,94.0,2020.0,Ishan Jindal,"Alok Kohli, Sanjeev Bhargava",Pre-seed,,,,,,,,,
,,BASIC Home Loan,,,,,,,2021,Oct_2021.csv,,BASIC Home Loan is India's first automated platform for secured lending with special focus on the affordable housing segment.,,,Financial Services,Gurugram,,,$3500000,95.0,2020.0,"Atul Monga, Kalyan Josyula","Venture Catalysts, Gruhas Proptech",Series A,,,,,,,,,
,,Siply,,,,,,,2021,Oct_2021.csv,,"A tech-enabled micro-savings platform, for the underserved masses, that makes it possible to save starting at Re. 1",,,Financial Services,Bangalore,,,$3200000,96.0,2020.0,"Sousthav Chakrabarty, Anil Bhat","LetsVenture, AngelList India, Founder's Room Circle",Pre-series A,,,,,,,,,
,,BankSathi,,,,,,,2021,Oct_2021.csv,,"BankSathi is a Fintech platform to empower consumers to save money and time on financial products through safe, easy, and trustable shopping experience.",,,Financial Services,New Delhi,,,$500000,97.0,2020.0,Jitendra Dhaka,"Dinesh Godara, Anuj Ahuja, Aditya",,,,,,,,,,
,,Gramophone,,,,,,,2021,Oct_2021.csv,,"Create a difference in farming by bringing timely information, technology and right kind of inputs to achieve better yields for farmers.",,,AgriTech,Indore,,,$10000000,98.0,2016.0,"Tauseef Khan, Harshit Gupta",Z3Partners,,,,,,,,,,
,,Healofy,,,,,,,2021,Oct_2021.csv,,Healofy was created with a mission to experience special motherhood through its products and its inexhaustive and evergrowing babycare tips,,,Femtech,Bangalore,,,$6000000,99.0,2016.0,"Gaurav Aggarwal, Shubham Maheshwari","Celesta Capital, Omidyar Network India",Series B,,,,,,,,,
,,E42,,,,,,,2021,Oct_2021.csv,,E42 is the world’s leading Natural Language Processing- based AI platform driving enterprise cognition across processes.,,,Computer Software,Pune,,,$5400000,100.0,2012.0,"Animesh Samuel, Sanjeev Menon",Pavestone Ventures,Series A,,,,,,,,,
,,Spottabl,,,,,,,2021,Oct_2021.csv,,Spottabl is a technology driven recruitment platform that has helped over 50 tech startups and growth stage companies discover their top talent through its intelligent and human backed model.,,,Human Resources,Bangalore,,,$400000,101.0,2017.0,"Vanishri Deshpande, Satheesh K V, Anupam Choudhari","LetsVenture, Paradigm Shift VC, Binny Bansal",Seed,,,,,,,,,
,,DeHaat,,,,,,,2021,Oct_2021.csv,,DeHaat™ is one of the fastest growing start-ups in Agri Tech sector and one of the very few companies providing end-to-end solutions and services to the farming community in India.,,,Information Technology & Services,Gurugram,,,$115000000,102.0,2012.0,"Amrendra Singh, Shyam Sundar, Adarsh Srivastav, Shashank Kumar","Sofina, Lightrock India, Temasek",Series D,,,,,,,,,
,,Shumee,,,,,,,2021,Oct_2021.csv,,"An Indian, mom-made toy brand passionate about making playtime development-friendly, child-safe, and sustainable. Our design philosophy is that play is 90% child and 10% toy.",,,Retail,Bangalore,,,$Undisclosed,103.0,2014.0,Meeta Sharma Gupta,Dia Mirza,,,,,,,,,,
,,Zolve,,,,,,,2021,Oct_2021.csv,,World's first cross-border Neobank,,,Financial Services,Bangalore,,,$40000000,104.0,2020.0,Raghunandan G,DST Global,Series A,,,,,,,,,
,,Instoried,,,,,,,2021,Oct_2021.csv,,"The platform helps content writers in e-commerce, news, FMCG, and other verticals to optimize emotions in their marketing content.",,,Computer Software,Bangalore,,,$8000000,105.0,2018.0,Sharmin Ali,"Pritt Investment Partners, 9Unicorns",,,,,,,,,,
,,SportZchain,,,,,,,2021,Oct_2021.csv,,SportZchain is India's first blockchain based platform poised to disrupt a multi-billion dollar fan engagement industry.,,,sports,Mumbai,,,$400000,106.0,2021.0,Siddharth Jaiswal,"Darq Capital, Jagadeesh Atukuri",Pre-seed,,,,,,,,,
,,Hypto,,,,,,,2021,Oct_2021.csv,,The next generation of web services that democratize access to finance for developers and businesses.,,,Tech startup,Chennai,,,$3000000,107.0,2018.0,"Abhishek Rajagopal, Aravind Sriraman, Tholkappiyan Velavan",Stellaris Venture Partners,Seed,,,,,,,,,
,,CHUPPS,,,,,,,2021,Oct_2021.csv,,D2C footwear brand,,,Foootwear,Mumbai,,,$1100000,108.0,2016.0,"Gaurav Agarwal, Yash Mukhi",Venture Catalysts,Pre-series A,,,,,,,,,
,,Zenduty,,,,,,,2021,Oct_2021.csv,,"Next-generation end-to-end incident response platform for SREs, DevOps, ITOps and Support teams",,,Computer Software,Bangalore,,,$1900000,109.0,2019.0,"Ankur Rawal, Vishwa Krishnakumar",StartupXseed Ventures,Pre-series A,,,,,,,,,
,,R for Rabbit,,,,,,,2021,Oct_2021.csv,,The concept of R for Rabbit was conceived after the founder of the company was blessed with a baby.,,,Consumer Goods,Ahmedabad,,,$5000000,110.0,2014.0,Kunal Popat,Xponentia Capital Partners,,,,,,,,,,
,,Acko,,,,,,,2021,Oct_2021.csv,,ACKO is India’s first and fastest growing InsurTech company which makes buying and using insurance effortless.,,,Insurance,Bangalore,,,$255000000,111.0,2016.0,"Varun Dua, Ruchi Deepak","General Atlantic, Multiples",Series D,,,,,,,,,
,,LoveLocal,,,,,,,2021,Oct_2021.csv,,LoveLocal (formerly known as m.Paani) is bringing Trusted Local Shops Online and empowering them to deliver the neighbourhood shopping experience of the future.,,,Retail,Mumbai,,,$18000000,112.0,2015.0,Akanksha Hazari,Vulcan Capital,Pre-series B,,,,,,,,,
,,SupplyNote,,,,,,,2021,Oct_2021.csv,,"SupplyNote is Cloud based web and mobile enabled suite connecting outlets, service providers and suppliers.",,,Food & Beverages,Noida,,,$1200000,113.0,2015.0,"Kushang, Abhishek Verma, Nitin Prakash, Harshit Mittal",Venture Catalysts,Pre-series A,,,,,,,,,
,,Vakilsearch,,,,,,,2021,Oct_2021.csv,,"India's largest Legal, Compliance & Tax services platform, and trusted partner in making legal simple!",,,Legal Services,Chennai,,,$10000000,114.0,2010.0,Hrishikesh Datar,InCorp India,,,,,,,,,,
,,Cloudphysician,,,,,,,2021,Oct_2021.csv,,Cloudphysician is a healthtech company that is transforming the delivery of critical care.,,,Hospital & Health Care,Bangalore,,,$4000000,115.0,2017.0,"Dr Dhruv Joshi, Dr Dileep Raman",Elevar Equity,Pre-series A,,,,,,,,,
,,Wiggles.in,,,,,,,2021,Oct_2021.csv,,Wiggles India is a preventative healthcare brand for all things pets!,,,Veterinary,Pune,,,$5500000,116.0,2018.0,Anushka Iyer,Anthill Ventures,Pre-series A,,,,,,,,,
,,Avanti Finance,,,,,,,2021,Oct_2021.csv,,A digital platform to make financial services accessible to 100 million unserved and underserved households across India,,,Financial Services,Bangalore,,,$15000000,117.0,2017.0,"Nandan Nilekani, Vijay Kelkar","Oikocredit, Nomura, The Bill & Melinda Gates Foundation",Series A2,,,,,,,,,
,,Vanity Wagon,,,,,,,2021,Oct_2021.csv,,Vanity Wagon is India's first true information oriented clean beauty marketplace.,,,Consumer Goods,New Delhi,,,$700000,118.0,2018.0,"Prateek, Naina Ruhail, Sahil Shreshtha",Inflection Point Ventures,Pre-series A,,,,,,,,,
,,Purplle,,,,,,,2021,Oct_2021.csv,,Purplle.com is one of India’s largest e-beauty destinations with more than 7 million monthly active users.,,,E-commerce,Mumbai,,,$70000000,119.0,2012.0,"Rahul Dash, Manish Taneja",Kedaara,,,,,,,,,,
,,Wallmantra,,,,,,,2021,Oct_2021.csv,,WallMantra is a well reputed wall decoration online store in India.,,,Arts & Crafts,Noida,,,$Undisclosed,120.0,2013.0,Shivam Agarwal,Velocity,,,,,,,,,,
,,MFine,,,,,,,2021,Sep_2021.csv,,"MFine aims to make access to trusted healthcare simple, fast, and effective.",,,Hospital & Health Care,Bangalore,,,$48000000,0.0,2017.0,"Prasad Kompalli, Ashutosh Lawania","Moore Strategic Ventures, BEENEXT",Series C,,,,,,,,,
,,Aquatein,,,,,,,2021,Sep_2021.csv,,India's First Protein Water in 21g and 10g Variants with BCAA.,,,Food & Beverages,Mumbai,,,$Undisclosed,1.0,2019.0,"Ananth B Prabhala, Mitisha Mehta",Eaglewings Ventures,Seed,,,,,,,,,
,,Mentza,,,,,,,2021,Sep_2021.csv,,"Make great conversations accessible to everyone through a vibrant, small, safe, and easy real-time audio platform",,,E-learning,Mumbai,,,$400000,2.0,2020.0,"Anurag Vaish, Tapasi Mittal, Fareesh Vijayarangam, Anand Parameswaran, Divya Balakrishnan",Inflection Point Ventures,Seed,,,,,,,,,
,,ConnectedH,,,,,,,2021,Sep_2021.csv,,Connect different sectors of healthcare system and give the patients complete control over their information.,,,Hospital & Health Care,Gurugram,,,$2300000,3.0,2018.0,"Shubham Gupta, Rahul Kumar, Suresh Singh","Kalaari Capital, Incubate Fund India",Seed,,,,,,,,,
,,CredAvenue,,,,,,,2021,Sep_2021.csv,,CredAvenue is an organization on a mission to deepen and power the $120Trillion global enterprise debt market which would unlock a GDP multiplier and thus create massive economic value.,,,FinTech,Chennai,,,$90000000,4.0,2017.0,Gaurav Kumar,"Sequoia Capital, Lightspeed, TVS Capital Funds",Series A,,,,,,,,,
,,Vedantu,,,,,,,2021,Sep_2021.csv,,Vedantu is a LIVE online learning platform that brings together students and teachers to achieve best results.,,,E-learning,Bangalore,,,$100000000,5.0,2011.0,"Vamsi Krishna, Pulkit Jain, Saurabh Saxena, Anand Prakash",ABC World Asia,Series E,,,,,,,,,
,,Exotel,,,,,,,2021,Sep_2021.csv,,"Asia's largest customer engagement platform, streamlining customer interactions for Swiggy, Ola, Flipkart, GoJek etc.",,,Telecommunications,Bangalore,,,$35000000,6.0,2011.0,"Shivakumar Ganesan, Ishwar Sridharan, Siddharth Ramesh, Vijay Sharma","IIFL AMC, Sistema Asia Fund, CX Partners, Singularity Growth Opportunities Fund",Series C,,,,,,,,,
,,Fantasy Akhada,,,,,,,2021,Sep_2021.csv,,Fantasy Akhada is one of India's fastest growing Fantasy Sports Platform.,,,sports,Gurugram,,,$2000000,7.0,2020.0,"Amit Purohit, Sumit Kumar Jha",Prime Securities Limited,Series A,,,,,,,,,
,,Meesho,,,,,,,2021,Sep_2021.csv,,Meesho is India’s largest marketplace for longtail products.,,,Social commerce,Bangalore,,,$570000000,8.0,2015.0,"Sanjeev Barnwal, Vidit Aatrey","Fidelity, B Capital",,,,,,,,,,
,,PumPumPum,,,,,,,2021,Sep_2021.csv,,Pumpumpum is empowering millennials with a smart car subscription model. We provide monthly subscription of pre-owned cars at affordable rates.,,,Automotive,Gurugram,,,$Undisclosed,9.0,2018.0,Tarun Lawadia,LC Nueva AIF,,,,,,,,,,
,,Cusmat,,,,,,,2021,Sep_2021.csv,,CUSMAT is India’s largest immersive skilling and training platform.,,,Computer Software,Hyderabad,,,$100000,10.0,2016.0,"Abhinav Ayan, Anirban Jyoti Chakravorty",We Founder Circle,Pre-series A,,,,,,,,,
,,Homeville,,,,,,,2021,Sep_2021.csv,,A technology company focused on helping people buy their first home with down payment assistance at zero interest cost.,,,Information Technology & Services,Mumbai,,,$7000000,11.0,2017.0,Madhusudan Sharma,"9Unicorns, Varanium NexGen Fund",,,,,,,,,,
,,Coinshift,,,,,,,2021,Sep_2021.csv,,CoinShift helps businesses and decentralised autonomous organisations (DAO's) manage their crypto easily,,,Blockchain,Chandigarh,,,$2500000,12.0,2021.0,Tarun Gupta,"Sequoia Capital, Sandeep Nailwal",Seed,,,,,,,,,
,,Strip Finance,,,,,,,2021,Sep_2021.csv,,Collateralised NFT & DeFi Liquidity Protocol With Interest Rate Discovery.,,,Financial Services,Hyderabad,,,$400000,13.0,2021.0,"Varun Satyam, Yuvraj Chhibber, Yash Jejani","Old Fashion Research, Nothing Research, Tenzor capital",Seed,,,,,,,,,
,,Ola Electric,,,,,,,2021,Sep_2021.csv,,Charging ahead to accelerate the world’s transition to sustainable mobility.,,,Automotive,Bangalore,,,$200000000,14.0,2017.0,Bhavish Aggarwal,"Falcon Edge, Softbank",,,,,,,,,,
,,Kolo,,,,,,,2021,Sep_2021.csv,,Home construction app for finding ideas and service providers near you,,,Construction,Bangalore,,,$550000,15.0,2020.0,"Pranav Garg, Jery Althaf",Better Capital,Pre-seed,,,,,,,,,
,,Chqbook,,,,,,,2021,Sep_2021.csv,,"Chqbook.com is India’s first neobank for small business owners offering world-class financial services through its five pillars of banking, khata, lending, insurance, and rewards.",,,FinTech,Gurugram,,,$5000000,16.0,2017.0,"Vipul Sharma, Rajat Kumar, Sachin Arora","Aavishkaar Capital, Rajiv Dadlani Group",Pre-series B,,,,,,,,,
,,My3DSelfie,,,,,,,2021,Sep_2021.csv,,World's first to create 3d figurine from photos,,,Arts & Crafts,Guwahati,,,$Undisclosed,17.0,2016.0,Harsha P Deka,"NEVF, AccelNest",Pre-series A,,,,,,,,,
,,EV Plugs,,,,,,,2021,Sep_2021.csv,,EV charging station aggregator platform,,,Information Technology & Services,Gurugram,,,$150000,18.0,2021.0,"Manish Narang, Kapil Narang, Ashwani Arora",,,,,,,,,,,
,,Rulezero,,,,,,,2021,Sep_2021.csv,,"Rulezero is a legal/fintech startup reimagining private markets by building an intelligent platform that enables stakeholder participation and capital flow in a transparent, efficient and compliant manner.",,,Financial Services,Bangalore,,,$2500000,19.0,2019.0,"Satish Mugulavalli, Srinivas Katta",The Treasury,Seed,,,,,,,,,
,,CredRight,,,,,,,2021,Sep_2021.csv,,"CredRight is a new age digital lending company 100% focused on Micro & Small businesses, making the process of availing loans simple",,,Financial Services,Hyderabad,,,$2700000,20.0,2016.0,Neeraj Bansal,"9Unicorns, Spearhead Capital, Venture Catalysts",,,,,,,,,,
,,Karbon Card,,,,,,,2021,Sep_2021.csv,,"Empower Indian startups by creating the right financial products starting with a high-limit corporate credit card with unlimited benefits, no personal liability and no fixed deposit.",,,FinTech,Bangalore,,,$12000000,21.0,2019.0,"Pei-fu Hsieh, Amit Jangir, Kartik Jain, Sunil Sinha","Ramp, Rainfall Ventures, Roka Works, Y Combinator",Pre-series A,,,,,,,,,
,,Auntie Fung,,,,,,,2021,Sep_2021.csv,,Serving delectable and eclectic pan-Asian fare to all foodies in a quick-service & healthy format,,,Food & Beverages,Bangalore,,,$400000,22.0,2015.0,"Satrajit Das, Subhradeep Bhowmik",India Angel Network,,,,,,,,,,
,,ePayLater,,,,,,,2021,Sep_2021.csv,,ePaylater is a payment solution that aims to separate the experience of shopping from the hassles of payment process.,,,Financial Services,Mumbai,,,$10000000,23.0,2015.0,"Aurko Bhattacharya, Akshat Saxena","Responsibility, Blue Ashva Capital, Pravega Ventures",Series B,,,,,,,,,
